sgRNA	Gene	sample1_7day	sample1_21day
HGLibB_10392	CNTN2	0	0
HGLibB_10393	CNTN2	0	0
HGLibB_10394	CNTN2	0	0
HGLibB_10395	CNTN3	0	0
HGLibB_10396	CNTN3	0	0
HGLibB_10397	CNTN3	0	0
HGLibB_10398	CNTN4	0	0
HGLibB_10399	CNTN4	0	0
HGLibB_10401	CNTN5	0	0
HGLibB_10402	CNTN5	0	0
HGLibB_10403	CNTN5	0	0
HGLibB_10404	CNTN6	0	0
HGLibB_10405	CNTN6	0	0
HGLibB_10406	CNTN6	0	0
HGLibB_10407	CNTNAP1	0	0
HGLibB_10408	CNTNAP1	0	0
HGLibB_10409	CNTNAP1	0	0
HGLibB_10410	CNTNAP2	0	0
HGLibB_10411	CNTNAP2	0	0
HGLibB_10412	CNTNAP2	0	0
HGLibB_10413	CNTNAP3	0	0
HGLibB_10414	CNTNAP3	0	0
HGLibB_10415	CNTNAP3	0	0
HGLibB_10416	CNTNAP3B	0	0
HGLibB_10418	CNTNAP3B	0	0
HGLibB_10419	CNTNAP4	0	0
HGLibB_10420	CNTNAP4	0	0
HGLibB_10421	CNTNAP4	0	0
HGLibB_10422	CNTNAP5	0	0
HGLibB_10423	CNTNAP5	0	0
HGLibB_10424	CNTNAP5	0	0
HGLibB_10425	CNTRL	0	0
HGLibB_10426	CNTRL	0	0
HGLibB_10427	CNTRL	0	0
HGLibB_10428	CNTROB	0	0
HGLibB_10429	CNTROB	0	0
HGLibB_10430	CNTROB	0	0
HGLibB_10431	COA1	0	0
HGLibB_10432	COA1	0	0
HGLibB_10433	COA1	0	0
HGLibB_10434	COA3	0	0
HGLibB_10435	COA3	0	0
HGLibB_10436	COA3	0	0
HGLibB_10437	COA4	0	0
HGLibB_10438	COA4	0	0
HGLibB_10439	COA4	0	0
HGLibB_10440	COA5	0	0
HGLibB_10441	COA5	0	0
HGLibB_10442	COA5	0	0
HGLibB_10443	COA6	0	0
HGLibB_10444	COA6	0	0
HGLibB_10445	COA6	0	0
HGLibB_10446	COASY	0	0
HGLibB_10447	COASY	0	0
HGLibB_10448	COASY	0	0
HGLibB_10449	COBL	0	0
HGLibB_10450	COBL	0	0
HGLibB_10451	COBL	0	0
HGLibB_10452	COBLL1	0	0
HGLibB_10453	COBLL1	0	0
HGLibB_10454	COBLL1	0	0
HGLibB_10455	COCH	0	0
HGLibB_10456	COCH	0	0
HGLibB_10457	COCH	0	0
HGLibB_10458	COG1	0	0
HGLibB_10459	COG1	0	0
HGLibB_10460	COG1	0	0
HGLibB_10461	COG2	0	0
HGLibB_10462	COG2	0	0
HGLibB_10463	COG2	0	0
HGLibB_10464	COG3	0	0
HGLibB_10465	COG3	0	0
HGLibB_10466	COG3	0	0
HGLibB_10467	COG4	0	0
HGLibB_10468	COG4	0	0
HGLibB_10469	COG4	0	0
HGLibB_10470	COG5	0	0
HGLibB_10471	COG5	0	0
HGLibB_10472	COG5	0	0
HGLibB_10473	COG6	0	0
HGLibB_10474	COG6	0	0
HGLibB_10475	COG6	0	0
HGLibB_10476	COG7	0	0
HGLibB_10477	COG7	0	0
HGLibB_10478	COG7	0	0
HGLibB_10479	COG8	0	0
HGLibB_10480	COG8	0	0
HGLibB_10481	COG8	0	0
HGLibB_10482	COIL	0	0
HGLibB_10483	COIL	0	0
HGLibB_10484	COIL	0	0
HGLibB_10485	COL10A1	0	0
HGLibB_10486	COL10A1	0	0
HGLibB_10487	COL10A1	0	0
HGLibB_10488	COL11A1	0	0
HGLibB_10489	COL11A1	0	0
HGLibB_10490	COL11A1	0	0
HGLibB_10491	COL11A2	0	0
HGLibB_10492	COL11A2	0	0
HGLibB_10493	COL11A2	0	0
HGLibB_10494	COL12A1	0	0
HGLibB_10495	COL12A1	0	0
HGLibB_10496	COL12A1	0	0
HGLibB_10497	COL13A1	0	0
HGLibB_10498	COL13A1	0	0
HGLibB_10499	COL13A1	0	0
HGLibB_10500	COL14A1	0	0
HGLibB_10501	COL14A1	0	0
HGLibB_10502	COL14A1	0	0
HGLibB_10503	COL15A1	0	0
HGLibB_10504	COL15A1	0	0
HGLibB_10505	COL15A1	0	0
HGLibB_10506	COL16A1	0	0
HGLibB_10507	COL16A1	0	0
HGLibB_10508	COL16A1	0	0
HGLibB_10509	COL17A1	0	0
HGLibB_10510	COL17A1	0	0
HGLibB_10511	COL17A1	0	0
HGLibB_10513	COL18A1	0	0
HGLibB_10514	COL18A1	0	0
HGLibB_10515	COL19A1	0	0
HGLibB_10516	COL19A1	0	0
HGLibB_10517	COL19A1	0	0
HGLibB_10518	COL1A1	0	0
HGLibB_10519	COL1A1	0	0
HGLibB_10520	COL1A1	0	0
HGLibB_10521	COL1A2	0	0
HGLibB_10522	COL1A2	0	0
HGLibB_10523	COL1A2	0	0
HGLibB_10524	COL20A1	0	0
HGLibB_10525	COL20A1	0	0
HGLibB_10526	COL20A1	0	0
HGLibB_10527	COL21A1	0	0
HGLibB_10528	COL21A1	0	0
HGLibB_10529	COL21A1	0	0
HGLibB_10530	COL22A1	0	0
HGLibB_10531	COL22A1	0	0
HGLibB_10532	COL22A1	0	0
HGLibB_10533	COL23A1	0	0
HGLibB_10534	COL23A1	0	0
HGLibB_10535	COL23A1	0	0
HGLibB_10536	COL24A1	0	0
HGLibB_10537	COL24A1	0	0
HGLibB_10538	COL24A1	0	0
HGLibB_10540	COL25A1	0	0
HGLibB_10541	COL25A1	0	0
HGLibB_10542	COL27A1	0	0
HGLibB_10543	COL27A1	0	0
HGLibB_10544	COL27A1	0	0
HGLibB_10545	COL28A1	0	0
HGLibB_10546	COL28A1	0	0
HGLibB_10547	COL28A1	0	0
HGLibB_10548	COL2A1	0	0
HGLibB_10549	COL2A1	0	0
HGLibB_10550	COL2A1	0	0
HGLibB_10552	COL3A1	0	0
HGLibB_10553	COL3A1	0	0
HGLibB_10554	COL4A1	0	0
HGLibB_10555	COL4A1	0	0
HGLibB_10556	COL4A1	0	0
HGLibB_10557	COL4A2	0	0
HGLibB_10558	COL4A2	0	0
HGLibB_10559	COL4A2	0	0
HGLibB_10560	COL4A3	0	0
HGLibB_10561	COL4A3	0	0
HGLibB_10562	COL4A3	0	0
HGLibB_10563	COL4A3BP	0	0
HGLibB_10564	COL4A3BP	0	0
HGLibB_10566	COL4A4	0	0
HGLibB_10567	COL4A4	0	0
HGLibB_10568	COL4A4	0	0
HGLibB_10569	COL4A5	0	0
HGLibB_10570	COL4A5	0	0
HGLibB_10571	COL4A5	0	0
HGLibB_10572	COL4A6	0	0
HGLibB_10573	COL4A6	0	0
HGLibB_10574	COL4A6	0	0
HGLibB_10575	COL5A1	0	0
HGLibB_10576	COL5A1	0	0
HGLibB_10577	COL5A1	0	0
HGLibB_10578	COL5A2	0	0
HGLibB_10579	COL5A2	0	0
HGLibB_10580	COL5A2	0	0
HGLibB_10581	COL5A3	0	0
HGLibB_10582	COL5A3	0	0
HGLibB_10583	COL5A3	0	0
HGLibB_10584	COL6A1	0	0
HGLibB_10585	COL6A1	0	0
HGLibB_10586	COL6A1	0	0
HGLibB_10587	COL6A2	0	0
HGLibB_10588	COL6A2	0	0
HGLibB_10589	COL6A2	0	0
HGLibB_10590	COL6A3	0	0
HGLibB_10591	COL6A3	0	0
HGLibB_10592	COL6A3	0	0
HGLibB_10593	COL6A5	0	0
HGLibB_10594	COL6A5	0	0
HGLibB_10595	COL6A5	0	0
HGLibB_10596	COL6A6	0	0
HGLibB_10597	COL6A6	0	0
HGLibB_10598	COL6A6	0	0
HGLibB_10599	COL7A1	0	0
HGLibB_10600	COL7A1	0	0
HGLibB_10601	COL7A1	0	0
HGLibB_10602	COL8A1	0	0
HGLibB_10603	COL8A1	0	0
HGLibB_10604	COL8A1	0	0
HGLibB_10605	COL8A2	0	0
HGLibB_10606	COL8A2	0	0
HGLibB_10607	COL8A2	0	0
HGLibB_10608	COL9A1	0	0
HGLibB_10609	COL9A1	0	0
HGLibB_10610	COL9A1	0	0
HGLibB_10611	COL9A2	0	0
HGLibB_10612	COL9A2	0	0
HGLibB_10613	COL9A2	0	0
HGLibB_10614	COL9A3	0	0
HGLibB_10615	COL9A3	0	0
HGLibB_10616	COL9A3	0	0
HGLibB_10617	COLCA2	0	0
HGLibB_10618	COLCA2	0	0
HGLibB_10619	COLCA2	0	0
HGLibB_10620	COLEC10	0	0
HGLibB_10621	COLEC10	0	0
HGLibB_10622	COLEC10	0	0
HGLibB_10623	COLEC11	0	0
HGLibB_10624	COLEC11	0	0
HGLibB_10625	COLEC11	0	0
HGLibB_10626	COLEC12	0	0
HGLibB_10627	COLEC12	0	0
HGLibB_10628	COLEC12	0	0
HGLibB_10629	COLGALT1	0	0
HGLibB_10630	COLGALT1	0	0
HGLibB_10631	COLGALT1	0	0
HGLibB_10632	COLGALT2	0	0
HGLibB_10633	COLGALT2	0	0
HGLibB_10634	COLGALT2	0	0
HGLibB_10635	COLQ	0	0
HGLibB_10636	COLQ	0	0
HGLibB_10637	COLQ	0	0
HGLibB_10638	COMMD1	0	0
HGLibB_10639	COMMD1	0	0
HGLibB_10640	COMMD1	0	0
HGLibB_10641	COMMD10	0	0
HGLibB_10642	COMMD10	0	0
HGLibB_10643	COMMD10	0	0
HGLibB_10644	COMMD2	0	0
HGLibB_10645	COMMD2	0	0
HGLibB_10646	COMMD2	0	0
HGLibB_10647	COMMD3	0	0
HGLibB_10648	COMMD3	0	0
HGLibB_10649	COMMD3	0	0
HGLibB_10651	COMMD3-BMI1	0	0
HGLibB_10652	COMMD3-BMI1	0	0
HGLibB_10653	COMMD4	0	0
HGLibB_10654	COMMD4	0	0
HGLibB_10655	COMMD4	0	0
HGLibB_10656	COMMD5	0	0
HGLibB_10657	COMMD5	0	0
HGLibB_10658	COMMD5	0	0
HGLibB_10659	COMMD6	0	0
HGLibB_10660	COMMD6	0	0
HGLibB_10661	COMMD6	0	0
HGLibB_10662	COMMD7	0	0
HGLibB_10663	COMMD7	0	0
HGLibB_10664	COMMD7	0	0
HGLibB_10665	COMMD8	0	0
HGLibB_10666	COMMD8	0	0
HGLibB_10667	COMMD8	0	0
HGLibB_10668	COMMD9	0	0
HGLibB_10669	COMMD9	0	0
HGLibB_10670	COMMD9	0	0
HGLibB_10671	COMP	0	0
HGLibB_10672	COMP	0	0
HGLibB_10673	COMP	0	0
HGLibB_10674	COMT	0	0
HGLibB_10675	COMT	0	0
HGLibB_10676	COMT	0	0
HGLibB_10677	COMTD1	0	0
HGLibB_10678	COMTD1	0	0
HGLibB_10679	COMTD1	0	0
HGLibB_10680	COPA	0	0
HGLibB_10681	COPA	0	0
HGLibB_10682	COPA	0	0
HGLibB_10683	COPB1	0	0
HGLibB_10684	COPB1	0	0
HGLibB_10685	COPB1	0	0
HGLibB_10686	COPB2	0	0
HGLibB_10687	COPB2	0	0
HGLibB_10688	COPB2	0	0
HGLibB_10689	COPE	0	0
HGLibB_10690	COPE	0	0
HGLibB_10691	COPE	0	0
HGLibB_10692	COPG1	0	0
HGLibB_10693	COPG1	0	0
HGLibB_10694	COPG1	0	0
HGLibB_10695	COPG2	0	0
HGLibB_10696	COPG2	0	0
HGLibB_10697	COPG2	0	0
HGLibB_10698	COPRS	0	0
HGLibB_10699	COPRS	0	0
HGLibB_10700	COPRS	0	0
HGLibB_10701	COPS2	0	0
HGLibB_10702	COPS2	0	0
HGLibB_10703	COPS2	0	0
HGLibB_10704	COPS3	0	0
HGLibB_10705	COPS3	0	0
HGLibB_10706	COPS3	0	0
HGLibB_10707	COPS4	0	0
HGLibB_10708	COPS4	0	0
HGLibB_10709	COPS4	0	0
HGLibB_10710	COPS5	0	0
HGLibB_10711	COPS5	0	0
HGLibB_10712	COPS5	0	0
HGLibB_10713	COPS6	0	0
HGLibB_10714	COPS6	0	0
HGLibB_10715	COPS6	0	0
HGLibB_10716	COPS7A	0	0
HGLibB_10717	COPS7A	0	0
HGLibB_10718	COPS7A	0	0
HGLibB_10719	COPS7B	0	0
HGLibB_10720	COPS7B	0	0
HGLibB_10721	COPS7B	0	0
HGLibB_10722	COPS8	0	0
HGLibB_10723	COPS8	0	0
HGLibB_10724	COPS8	0	0
HGLibB_10725	COPZ1	0	0
HGLibB_10726	COPZ1	0	0
HGLibB_10727	COPZ1	0	0
HGLibB_10728	COPZ2	0	0
HGLibB_10729	COPZ2	0	0
HGLibB_10730	COPZ2	0	0
HGLibB_10731	COQ10A	0	0
HGLibB_10732	COQ10A	0	0
HGLibB_10733	COQ10A	0	0
HGLibB_10734	COQ10B	0	0
HGLibB_10735	COQ10B	0	0
HGLibB_10736	COQ10B	0	0
HGLibB_10737	COQ2	0	0
HGLibB_10738	COQ2	0	0
HGLibB_10739	COQ2	0	0
HGLibB_10740	COQ3	0	0
HGLibB_10741	COQ3	0	0
HGLibB_10742	COQ3	0	0
HGLibB_10743	COQ4	0	0
HGLibB_10744	COQ4	0	0
HGLibB_10745	COQ4	0	0
HGLibB_10746	COQ5	0	0
HGLibB_10747	COQ5	0	0
HGLibB_10748	COQ5	0	0
HGLibB_10749	COQ6	0	0
HGLibB_10750	COQ6	0	0
HGLibB_10751	COQ6	0	0
HGLibB_10752	COQ7	0	0
HGLibB_10753	COQ7	0	0
HGLibB_10754	COQ7	0	0
HGLibB_10755	COQ9	0	0
HGLibB_10756	COQ9	0	0
HGLibB_10757	COQ9	0	0
HGLibB_10758	CORIN	0	0
HGLibB_10759	CORIN	0	0
HGLibB_10760	CORIN	0	0
HGLibB_10761	CORO1A	0	0
HGLibB_10762	CORO1A	0	0
HGLibB_10763	CORO1A	0	0
HGLibB_10764	CORO1B	0	0
HGLibB_10765	CORO1B	0	0
HGLibB_10766	CORO1B	0	0
HGLibB_10767	CORO1C	0	0
HGLibB_10768	CORO1C	0	0
HGLibB_10769	CORO1C	0	0
HGLibB_10770	CORO2A	0	0
HGLibB_10771	CORO2A	0	0
HGLibB_10772	CORO2A	0	0
HGLibB_10773	CORO2B	0	0
HGLibB_10774	CORO2B	0	0
HGLibB_10775	CORO2B	0	0
HGLibB_10776	CORO6	0	0
HGLibB_10777	CORO6	0	0
HGLibB_10778	CORO6	0	0
HGLibB_10779	CORO7	0	0
HGLibB_10780	CORO7	0	0
HGLibB_10782	CORO7-PAM16	0	0
HGLibB_10783	CORO7-PAM16	0	0
HGLibB_10784	CORO7-PAM16	0	0
HGLibB_10785	CORT	0	0
HGLibB_10786	CORT	0	0
HGLibB_10787	CORT	0	0
HGLibB_10788	COTL1	0	0
HGLibB_10789	COTL1	0	0
HGLibB_10790	COTL1	0	0
HGLibB_10791	COX10	0	0
HGLibB_10792	COX10	0	0
HGLibB_10793	COX10	0	0
HGLibB_10794	COX11	0	0
HGLibB_10795	COX11	0	0
HGLibB_10796	COX11	0	0
HGLibB_10797	COX14	0	0
HGLibB_10798	COX14	0	0
HGLibB_10799	COX14	0	0
HGLibB_10800	COX15	0	0
HGLibB_10801	COX15	0	0
HGLibB_10802	COX15	0	0
HGLibB_10803	COX16	0	0
HGLibB_10804	COX16	0	0
HGLibB_10805	COX16	0	0
HGLibB_10806	COX17	0	0
HGLibB_10807	COX17	0	0
HGLibB_10808	COX17	0	0
HGLibB_10809	COX18	0	0
HGLibB_10810	COX18	0	0
HGLibB_10811	COX18	0	0
HGLibB_10812	COX19	0	0
HGLibB_10813	COX19	0	0
HGLibB_10815	COX20	0	0
HGLibB_10816	COX20	0	0
HGLibB_10817	COX20	0	0
HGLibB_10818	COX4I1	0	0
HGLibB_10819	COX4I1	0	0
HGLibB_10820	COX4I1	0	0
HGLibB_10821	COX4I2	0	0
HGLibB_10822	COX4I2	0	0
HGLibB_10823	COX4I2	0	0
HGLibB_10824	COX5A	0	0
HGLibB_10825	COX5A	0	0
HGLibB_10826	COX5A	0	0
HGLibB_10827	COX5B	0	0
HGLibB_10828	COX5B	0	0
HGLibB_10829	COX5B	0	0
HGLibB_10830	COX6A1	0	0
HGLibB_10831	COX6A1	0	0
HGLibB_10832	COX6A1	0	0
HGLibB_10833	COX6A2	0	0
HGLibB_10834	COX6A2	0	0
HGLibB_10835	COX6A2	0	0
HGLibB_10836	COX6B1	0	0
HGLibB_10837	COX6B1	0	0
HGLibB_10838	COX6B1	0	0
HGLibB_10839	COX6B2	0	0
HGLibB_10840	COX6B2	0	0
HGLibB_10841	COX6B2	0	0
HGLibB_10842	COX6C	0	0
HGLibB_10843	COX6C	0	0
HGLibB_10844	COX6C	0	0
HGLibB_10845	COX7A1	0	0
HGLibB_10847	COX7A1	0	0
HGLibB_10848	COX7A2	0	0
HGLibB_10849	COX7A2	0	0
HGLibB_10850	COX7A2	0	0
HGLibB_10851	COX7A2L	0	0
HGLibB_10852	COX7A2L	0	0
HGLibB_10853	COX7A2L	0	0
HGLibB_10854	COX7B	0	0
HGLibB_10855	COX7B	0	0
HGLibB_10856	COX7B	0	0
HGLibB_10857	COX7B2	0	0
HGLibB_10858	COX7B2	0	0
HGLibB_10859	COX7B2	0	0
HGLibB_10860	COX7C	0	0
HGLibB_10861	COX7C	0	0
HGLibB_10862	COX7C	0	0
HGLibB_10863	COX8A	0	0
HGLibB_10864	COX8A	0	0
HGLibB_10865	COX8A	0	0
HGLibB_10866	COX8C	0	0
HGLibB_10867	COX8C	0	0
HGLibB_10868	COX8C	0	0
HGLibB_10869	CP	0	0
HGLibB_10870	CP	0	0
HGLibB_10872	CPA1	0	0
HGLibB_10873	CPA1	0	0
HGLibB_10874	CPA1	0	0
HGLibB_10875	CPA2	0	0
HGLibB_10876	CPA2	0	0
HGLibB_10877	CPA2	0	0
HGLibB_10878	CPA3	0	0
HGLibB_10879	CPA3	0	0
HGLibB_10880	CPA3	0	0
HGLibB_10881	CPA4	0	0
HGLibB_10882	CPA4	0	0
HGLibB_10883	CPA4	0	0
HGLibB_10884	CPA5	0	0
HGLibB_10885	CPA5	0	0
HGLibB_10886	CPA5	0	0
HGLibB_10887	CPA6	0	0
HGLibB_10888	CPA6	0	0
HGLibB_10889	CPA6	0	0
HGLibB_10890	CPAMD8	0	0
HGLibB_10891	CPAMD8	0	0
HGLibB_10892	CPAMD8	0	0
HGLibB_10893	CPB1	0	0
HGLibB_10894	CPB1	0	0
HGLibB_10895	CPB1	0	0
HGLibB_10896	CPB2	0	0
HGLibB_10897	CPB2	0	0
HGLibB_10898	CPB2	0	0
HGLibB_10899	CPD	0	0
HGLibB_10900	CPD	0	0
HGLibB_10901	CPD	0	0
HGLibB_10902	CPE	0	0
HGLibB_10903	CPE	0	0
HGLibB_10904	CPE	0	0
HGLibB_10905	CPEB1	0	0
HGLibB_10906	CPEB1	0	0
HGLibB_10907	CPEB1	0	0
HGLibB_10908	CPEB2	0	0
HGLibB_10909	CPEB2	0	0
HGLibB_10910	CPEB2	0	0
HGLibB_10911	CPEB3	0	0
HGLibB_10912	CPEB3	0	0
HGLibB_10913	CPEB3	0	0
HGLibB_10914	CPEB4	0	0
HGLibB_10915	CPEB4	0	0
HGLibB_10916	CPEB4	0	0
HGLibB_10917	CPED1	0	0
HGLibB_10918	CPED1	0	0
HGLibB_10919	CPED1	0	0
HGLibB_10920	CPLX1	0	0
HGLibB_10921	CPLX1	0	0
HGLibB_10922	CPLX1	0	0
HGLibB_10923	CPLX2	0	0
HGLibB_10924	CPLX2	0	0
HGLibB_10925	CPLX2	0	0
HGLibB_10926	CPLX3	0	0
HGLibB_10927	CPLX3	0	0
HGLibB_10928	CPLX3	0	0
HGLibB_10929	CPLX4	0	0
HGLibB_10930	CPLX4	0	0
HGLibB_10931	CPLX4	0	0
HGLibB_10932	CPM	0	0
HGLibB_10933	CPM	0	0
HGLibB_10934	CPM	0	0
HGLibB_10935	CPN1	0	0
HGLibB_10936	CPN1	0	0
HGLibB_10937	CPN1	0	0
HGLibB_10938	CPN2	0	0
HGLibB_10939	CPN2	0	0
HGLibB_10940	CPN2	0	0
HGLibB_10941	CPNE1	0	0
HGLibB_10942	CPNE1	0	0
HGLibB_10943	CPNE1	0	0
HGLibB_10944	CPNE2	0	0
HGLibB_10945	CPNE2	0	0
HGLibB_10946	CPNE2	0	0
HGLibB_10947	CPNE3	0	0
HGLibB_10948	CPNE3	0	0
HGLibB_10949	CPNE3	0	0
HGLibB_10950	CPNE4	0	0
HGLibB_10951	CPNE4	0	0
HGLibB_10952	CPNE4	0	0
HGLibB_10953	CPNE5	0	0
HGLibB_10954	CPNE5	0	0
HGLibB_10955	CPNE5	0	0
HGLibB_10956	CPNE6	0	0
HGLibB_10958	CPNE6	0	0
HGLibB_10959	CPNE7	0	0
HGLibB_10960	CPNE7	0	0
HGLibB_10961	CPNE7	0	0
HGLibB_10962	CPNE8	0	0
HGLibB_10963	CPNE9	0	0
HGLibB_10964	CPNE9	0	0
HGLibB_10965	CPNE9	0	0
HGLibB_10966	CPO	0	0
HGLibB_10967	CPO	0	0
HGLibB_10968	CPO	0	0
HGLibB_10969	CPOX	0	0
HGLibB_10970	CPOX	0	0
HGLibB_10971	CPOX	0	0
HGLibB_10972	CPPED1	0	0
HGLibB_10973	CPPED1	0	0
HGLibB_10974	CPPED1	0	0
HGLibB_10975	CPQ	0	0
HGLibB_10976	CPQ	0	0
HGLibB_10977	CPQ	0	0
HGLibB_10978	CPS1	0	0
HGLibB_10979	CPS1	0	0
HGLibB_10980	CPS1	0	0
HGLibB_10981	CPSF1	0	0
HGLibB_10982	CPSF1	0	0
HGLibB_10983	CPSF1	0	0
HGLibB_10984	CPSF2	0	0
HGLibB_10985	CPSF2	0	0
HGLibB_10986	CPSF2	0	0
HGLibB_10987	CPSF3	0	0
HGLibB_10988	CPSF3	0	0
HGLibB_10989	CPSF3	0	0
HGLibB_10990	CPSF3L	0	0
HGLibB_10991	CPSF3L	0	0
HGLibB_10992	CPSF3L	0	0
HGLibB_10993	CPSF4	0	0
HGLibB_10994	CPSF4	0	0
HGLibB_10995	CPSF4	0	0
HGLibB_10996	CPSF4L	0	0
HGLibB_10997	CPSF4L	0	0
HGLibB_10998	CPSF4L	0	0
HGLibB_10999	CPSF6	0	0
HGLibB_11000	CPSF6	0	0
HGLibB_11001	CPSF6	0	0
HGLibB_11002	CPSF7	0	0
HGLibB_11003	CPSF7	0	0
HGLibB_11004	CPSF7	0	0
HGLibB_11005	CPT1A	0	0
HGLibB_11006	CPT1A	0	0
HGLibB_11007	CPT1A	0	0
HGLibB_11008	CPT1B	0	0
HGLibB_11009	CPT1B	0	0
HGLibB_11010	CPT1B	0	0
HGLibB_11011	CPT1C	0	0
HGLibB_11013	CPT1C	0	0
HGLibB_11014	CPT2	0	0
HGLibB_11015	CPT2	0	0
HGLibB_11016	CPT2	0	0
HGLibB_11017	CPVL	0	0
HGLibB_11018	CPVL	0	0
HGLibB_11019	CPVL	0	0
HGLibB_11020	CPXCR1	0	0
HGLibB_11021	CPXCR1	0	0
HGLibB_11022	CPXCR1	0	0
HGLibB_11023	CPXM1	0	0
HGLibB_11024	CPXM1	0	0
HGLibB_11025	CPXM1	0	0
HGLibB_11026	CPXM2	0	0
HGLibB_11027	CPXM2	0	0
HGLibB_11028	CPXM2	0	0
HGLibB_11029	CPZ	0	0
HGLibB_11030	CPZ	0	0
HGLibB_11031	CPZ	0	0
HGLibB_11032	CR1	0	0
HGLibB_11033	CR1	0	0
HGLibB_11034	CR1	0	0
HGLibB_11035	CR1L	0	0
HGLibB_11036	CR1L	0	0
HGLibB_11037	CR1L	0	0
HGLibB_11038	CR2	0	0
HGLibB_11039	CR2	0	0
HGLibB_11040	CR2	0	0
HGLibB_11041	CRABP1	0	0
HGLibB_11042	CRABP1	0	0
HGLibB_11043	CRABP1	0	0
HGLibB_11044	CRABP2	0	0
HGLibB_11046	CRABP2	0	0
HGLibB_11047	CRADD	0	0
HGLibB_11048	CRADD	0	0
HGLibB_11049	CRADD	0	0
HGLibB_11050	CRAMP1L	0	0
HGLibB_11051	CRAMP1L	0	0
HGLibB_11052	CRAMP1L	0	0
HGLibB_11053	CRAT	0	0
HGLibB_11054	CRAT	0	0
HGLibB_11055	CRAT	0	0
HGLibB_11056	CRB1	0	0
HGLibB_11057	CRB1	0	0
HGLibB_11059	CRB2	0	0
HGLibB_11060	CRB2	0	0
HGLibB_11061	CRB2	0	0
HGLibB_11062	CRB3	0	0
HGLibB_11063	CRB3	0	0
HGLibB_11064	CRB3	0	0
HGLibB_11065	CRBN	0	0
HGLibB_11066	CRBN	0	0
HGLibB_11067	CRBN	0	0
HGLibB_11068	CRCP	0	0
HGLibB_11069	CRCP	0	0
HGLibB_11070	CRCP	0	0
HGLibB_11071	CRCT1	0	0
HGLibB_11072	CRCT1	0	0
HGLibB_11073	CRCT1	0	0
HGLibB_11074	CREB1	0	0
HGLibB_11075	CREB1	0	0
HGLibB_11076	CREB1	0	0
HGLibB_11077	CREB3	0	0
HGLibB_11078	CREB3	0	0
HGLibB_11079	CREB3	0	0
HGLibB_11080	CREB3L1	0	0
HGLibB_11081	CREB3L1	0	0
HGLibB_11082	CREB3L1	0	0
HGLibB_11083	CREB3L2	0	0
HGLibB_11084	CREB3L2	0	0
HGLibB_11085	CREB3L2	0	0
HGLibB_11086	CREB3L3	0	0
HGLibB_11087	CREB3L3	0	0
HGLibB_11088	CREB3L3	0	0
HGLibB_11089	CREB3L4	0	0
HGLibB_11090	CREB3L4	0	0
HGLibB_11092	CREB5	0	0
HGLibB_11093	CREB5	0	0
HGLibB_11094	CREB5	0	0
HGLibB_11095	CREBBP	0	0
HGLibB_11096	CREBBP	0	0
HGLibB_11097	CREBBP	0	0
HGLibB_11098	CREBL2	0	0
HGLibB_11099	CREBL2	0	0
HGLibB_11100	CREBL2	0	0
HGLibB_11101	CREBRF	0	0
HGLibB_11102	CREBRF	0	0
HGLibB_11103	CREBRF	0	0
HGLibB_11104	CREBZF	0	0
HGLibB_11105	CREBZF	0	0
HGLibB_11106	CREBZF	0	0
HGLibB_11107	CREG1	0	0
HGLibB_11109	CREG1	0	0
HGLibB_11110	CREG2	0	0
HGLibB_11111	CREG2	0	0
HGLibB_11112	CREG2	0	0
HGLibB_11113	CRELD1	0	0
HGLibB_11114	CRELD1	0	0
HGLibB_11115	CRELD1	0	0
HGLibB_11116	CRELD2	0	0
HGLibB_11117	CRELD2	0	0
HGLibB_11118	CRELD2	0	0
HGLibB_11119	CREM	0	0
HGLibB_11120	CREM	0	0
HGLibB_11121	CREM	0	0
HGLibB_11122	CRH	0	0
HGLibB_11123	CRH	0	0
HGLibB_11124	CRH	0	0
HGLibB_11125	CRHBP	0	0
HGLibB_11126	CRHBP	0	0
HGLibB_11127	CRHBP	0	0
HGLibB_11128	CRHR1	0	0
HGLibB_11129	CRHR1	0	0
HGLibB_11130	CRHR1	0	0
HGLibB_11131	CRHR2	0	0
HGLibB_11132	CRHR2	0	0
HGLibB_11133	CRHR2	0	0
HGLibB_11134	CRIM1	0	0
HGLibB_11135	CRIM1	0	0
HGLibB_11136	CRIM1	0	0
HGLibB_11137	CRIP1	0	0
HGLibB_11138	CRIP1	0	0
HGLibB_11139	CRIP1	0	0
HGLibB_11140	CRIP2	0	0
HGLibB_11141	CRIP2	0	0
HGLibB_11142	CRIP2	0	0
HGLibB_11143	CRIP3	0	0
HGLibB_11144	CRIP3	0	0
HGLibB_11145	CRIP3	0	0
HGLibB_11146	CRIPAK	0	0
HGLibB_11147	CRIPAK	0	0
HGLibB_11148	CRIPAK	0	0
HGLibB_11149	CRIPT	0	0
HGLibB_11150	CRIPT	0	0
HGLibB_11151	CRIPT	0	0
HGLibB_11152	CRISP1	0	0
HGLibB_11153	CRISP1	0	0
HGLibB_11154	CRISP1	0	0
HGLibB_11155	CRISP2	0	0
HGLibB_11156	CRISP2	0	0
HGLibB_11157	CRISP2	0	0
HGLibB_11158	CRISP3	0	0
HGLibB_11159	CRISP3	0	0
HGLibB_11160	CRISP3	0	0
