sgRNA	Gene	sample1_7day	sample1_21day
HGLibB_31177	NBN	0	0
HGLibB_31178	NBPF1	0	0
HGLibB_31179	NBPF1	0	0
HGLibB_31180	NBPF1	0	0
HGLibB_31181	NBPF15	0	0
HGLibB_31182	NBPF15	0	0
HGLibB_31183	NBPF15	0	0
HGLibB_31188	NBPF24	0	0
HGLibB_31189	NBPF24	0	0
HGLibB_31190	NBPF3	0	0
HGLibB_31191	NBPF3	0	0
HGLibB_31192	NBPF3	0	0
HGLibB_31193	NBPF4	0	0
HGLibB_31194	NBPF4	0	0
HGLibB_31195	NBPF4	0	0
HGLibB_31196	NBPF6	0	0
HGLibB_31199	NBPF8	0	0
HGLibB_31202	NBPF9	0	0
HGLibB_31204	NBPF9	0	0
HGLibB_31205	NBR1	0	0
HGLibB_31206	NBR1	0	0
HGLibB_31207	NBR1	0	0
HGLibB_31208	NCALD	0	0
HGLibB_31209	NCALD	0	0
HGLibB_31210	NCALD	0	0
HGLibB_31211	NCAM1	0	0
HGLibB_31213	NCAM1	0	0
HGLibB_31214	NCAM2	0	0
HGLibB_31215	NCAM2	0	0
HGLibB_31216	NCAM2	0	0
HGLibB_31217	NCAN	0	0
HGLibB_31218	NCAN	0	0
HGLibB_31219	NCAN	0	0
HGLibB_31220	NCAPD2	0	0
HGLibB_31221	NCAPD2	0	0
HGLibB_31222	NCAPD2	0	0
HGLibB_31223	NCAPD3	0	0
HGLibB_31224	NCAPD3	0	0
HGLibB_31225	NCAPD3	0	0
HGLibB_31226	NCAPG	0	0
HGLibB_31227	NCAPG	0	0
HGLibB_31228	NCAPG	0	0
HGLibB_31229	NCAPG2	0	0
HGLibB_31230	NCAPG2	0	0
HGLibB_31231	NCAPG2	0	0
HGLibB_31232	NCAPH	0	0
HGLibB_31233	NCAPH	0	0
HGLibB_31234	NCAPH	0	0
HGLibB_31235	NCAPH2	0	0
HGLibB_31236	NCAPH2	0	0
HGLibB_31237	NCAPH2	0	0
HGLibB_31238	NCBP1	0	0
HGLibB_31239	NCBP1	0	0
HGLibB_31240	NCBP1	0	0
HGLibB_31241	NCBP2	0	0
HGLibB_31242	NCBP2	0	0
HGLibB_31243	NCBP2	0	0
HGLibB_31244	NCCRP1	0	0
HGLibB_31245	NCCRP1	0	0
HGLibB_31246	NCCRP1	0	0
HGLibB_31247	NCDN	0	0
HGLibB_31248	NCDN	0	0
HGLibB_31249	NCDN	0	0
HGLibB_31250	NCEH1	0	0
HGLibB_31251	NCEH1	0	0
HGLibB_31252	NCEH1	0	0
HGLibB_31253	NCF1	0	0
HGLibB_31254	NCF1	0	0
HGLibB_31255	NCF1	0	0
HGLibB_31256	NCF2	0	0
HGLibB_31257	NCF2	0	0
HGLibB_31258	NCF2	0	0
HGLibB_31259	NCF4	0	0
HGLibB_31260	NCF4	0	0
HGLibB_31261	NCF4	0	0
HGLibB_31262	NCK1	0	0
HGLibB_31263	NCK1	0	0
HGLibB_31264	NCK1	0	0
HGLibB_31265	NCK2	0	0
HGLibB_31266	NCK2	0	0
HGLibB_31267	NCK2	0	0
HGLibB_31268	NCKAP1	0	0
HGLibB_31269	NCKAP1	0	0
HGLibB_31270	NCKAP1	0	0
HGLibB_31271	NCKAP1L	0	0
HGLibB_31272	NCKAP1L	0	0
HGLibB_31273	NCKAP1L	0	0
HGLibB_31274	NCKAP5	0	0
HGLibB_31275	NCKAP5	0	0
HGLibB_31276	NCKAP5	0	0
HGLibB_31277	NCKAP5L	0	0
HGLibB_31278	NCKAP5L	0	0
HGLibB_31279	NCKAP5L	0	0
HGLibB_31280	NCKIPSD	0	0
HGLibB_31281	NCKIPSD	0	0
HGLibB_31282	NCKIPSD	0	0
HGLibB_31283	NCL	0	0
HGLibB_31284	NCL	0	0
HGLibB_31285	NCL	0	0
HGLibB_31286	NCLN	0	0
HGLibB_31287	NCLN	0	0
HGLibB_31288	NCLN	0	0
HGLibB_31289	NCMAP	0	0
HGLibB_31291	NCMAP	0	0
HGLibB_31292	NCOA1	0	0
HGLibB_31293	NCOA1	0	0
HGLibB_31294	NCOA1	0	0
HGLibB_31295	NCOA2	0	0
HGLibB_31296	NCOA2	0	0
HGLibB_31297	NCOA2	0	0
HGLibB_31298	NCOA3	0	0
HGLibB_31299	NCOA3	0	0
HGLibB_31300	NCOA3	0	0
HGLibB_31301	NCOA4	0	0
HGLibB_31302	NCOA4	0	0
HGLibB_31303	NCOA4	0	0
HGLibB_31304	NCOA5	0	0
HGLibB_31305	NCOA5	0	0
HGLibB_31306	NCOA5	0	0
HGLibB_31307	NCOA6	0	0
HGLibB_31308	NCOA6	0	0
HGLibB_31309	NCOA6	0	0
HGLibB_31310	NCOA7	0	0
HGLibB_31311	NCOA7	0	0
HGLibB_31312	NCOA7	0	0
HGLibB_31313	NCOR1	0	0
HGLibB_31314	NCOR1	0	0
HGLibB_31315	NCOR1	0	0
HGLibB_31316	NCOR2	0	0
HGLibB_31317	NCOR2	0	0
HGLibB_31318	NCOR2	0	0
HGLibB_31319	NCR1	0	0
HGLibB_31320	NCR1	0	0
HGLibB_31321	NCR1	0	0
HGLibB_31322	NCR2	0	0
HGLibB_31323	NCR2	0	0
HGLibB_31324	NCR2	0	0
HGLibB_31325	NCR3	0	0
HGLibB_31326	NCR3	0	0
HGLibB_31327	NCR3	0	0
HGLibB_31328	NCR3LG1	0	0
HGLibB_31329	NCR3LG1	0	0
HGLibB_31330	NCR3LG1	0	0
HGLibB_31331	NCS1	0	0
HGLibB_31332	NCS1	0	0
HGLibB_31333	NCS1	0	0
HGLibB_31334	NCSTN	0	0
HGLibB_31335	NCSTN	0	0
HGLibB_31336	NCSTN	0	0
HGLibB_31337	NDC1	0	0
HGLibB_31338	NDC1	0	0
HGLibB_31339	NDC1	0	0
HGLibB_31340	NDC80	0	0
HGLibB_31341	NDC80	0	0
HGLibB_31342	NDC80	0	0
HGLibB_31343	NDE1	0	0
HGLibB_31344	NDE1	0	0
HGLibB_31345	NDE1	0	0
HGLibB_31346	NDEL1	0	0
HGLibB_31347	NDEL1	0	0
HGLibB_31348	NDEL1	0	0
HGLibB_31349	NDFIP1	0	0
HGLibB_31351	NDFIP1	0	0
HGLibB_31352	NDFIP2	0	0
HGLibB_31353	NDFIP2	0	0
HGLibB_31354	NDFIP2	0	0
HGLibB_31355	NDN	0	0
HGLibB_31356	NDN	0	0
HGLibB_31357	NDN	0	0
HGLibB_31358	NDNF	0	0
HGLibB_31359	NDNF	0	0
HGLibB_31360	NDNF	0	0
HGLibB_31361	NDNL2	0	0
HGLibB_31362	NDNL2	0	0
HGLibB_31363	NDNL2	0	0
HGLibB_31364	NDOR1	0	0
HGLibB_31365	NDOR1	0	0
HGLibB_31366	NDOR1	0	0
HGLibB_31367	NDP	0	0
HGLibB_31368	NDP	0	0
HGLibB_31369	NDP	0	0
HGLibB_31370	NDRG1	0	0
HGLibB_31371	NDRG1	0	0
HGLibB_31372	NDRG1	0	0
HGLibB_31373	NDRG2	0	0
HGLibB_31374	NDRG2	0	0
HGLibB_31375	NDRG2	0	0
HGLibB_31376	NDRG3	0	0
HGLibB_31377	NDRG3	0	0
HGLibB_31378	NDRG3	0	0
HGLibB_31379	NDRG4	0	0
HGLibB_31380	NDRG4	0	0
HGLibB_31381	NDRG4	0	0
HGLibB_31382	NDST1	0	0
HGLibB_31383	NDST1	0	0
HGLibB_31384	NDST1	0	0
HGLibB_31385	NDST2	0	0
HGLibB_31386	NDST2	0	0
HGLibB_31387	NDST2	0	0
HGLibB_31388	NDST3	0	0
HGLibB_31389	NDST3	0	0
HGLibB_31390	NDST3	0	0
HGLibB_31391	NDST4	0	0
HGLibB_31392	NDST4	0	0
HGLibB_31393	NDST4	0	0
HGLibB_31394	NDUFA1	0	0
HGLibB_31395	NDUFA1	0	0
HGLibB_31396	NDUFA1	0	0
HGLibB_31397	NDUFA10	0	0
HGLibB_31398	NDUFA10	0	0
HGLibB_31399	NDUFA10	0	0
HGLibB_31401	NDUFA11	0	0
HGLibB_31402	NDUFA11	0	0
HGLibB_31403	NDUFA12	0	0
HGLibB_31404	NDUFA12	0	0
HGLibB_31405	NDUFA12	0	0
HGLibB_31406	NDUFA13	0	0
HGLibB_31407	NDUFA13	0	0
HGLibB_31408	NDUFA13	0	0
HGLibB_31409	NDUFA2	0	0
HGLibB_31410	NDUFA2	0	0
HGLibB_31411	NDUFA2	0	0
HGLibB_31412	NDUFA3	0	0
HGLibB_31413	NDUFA3	0	0
HGLibB_31414	NDUFA3	0	0
HGLibB_31415	NDUFA4	0	0
HGLibB_31416	NDUFA4	0	0
HGLibB_31417	NDUFA4	0	0
HGLibB_31418	NDUFA4L2	0	0
HGLibB_31419	NDUFA4L2	0	0
HGLibB_31420	NDUFA4L2	0	0
HGLibB_31421	NDUFA5	0	0
HGLibB_31422	NDUFA5	0	0
HGLibB_31423	NDUFA5	0	0
HGLibB_31424	NDUFA6	0	0
HGLibB_31425	NDUFA6	0	0
HGLibB_31426	NDUFA6	0	0
HGLibB_31427	NDUFA7	0	0
HGLibB_31428	NDUFA7	0	0
HGLibB_31429	NDUFA7	0	0
HGLibB_31430	NDUFA8	0	0
HGLibB_31431	NDUFA8	0	0
HGLibB_31432	NDUFA8	0	0
HGLibB_31433	NDUFA9	0	0
HGLibB_31434	NDUFA9	0	0
HGLibB_31435	NDUFA9	0	0
HGLibB_31436	NDUFAB1	0	0
HGLibB_31437	NDUFAB1	0	0
HGLibB_31438	NDUFAB1	0	0
HGLibB_31439	NDUFAF1	0	0
HGLibB_31440	NDUFAF1	0	0
HGLibB_31441	NDUFAF1	0	0
HGLibB_31442	NDUFAF2	0	0
HGLibB_31443	NDUFAF2	0	0
HGLibB_31444	NDUFAF2	0	0
HGLibB_31445	NDUFAF3	0	0
HGLibB_31446	NDUFAF3	0	0
HGLibB_31447	NDUFAF3	0	0
HGLibB_31448	NDUFAF4	0	0
HGLibB_31449	NDUFAF4	0	0
HGLibB_31450	NDUFAF4	0	0
HGLibB_31451	NDUFAF5	0	0
HGLibB_31452	NDUFAF5	0	0
HGLibB_31453	NDUFAF5	0	0
HGLibB_31454	NDUFAF6	0	0
HGLibB_31455	NDUFAF6	0	0
HGLibB_31456	NDUFAF6	0	0
HGLibB_31457	NDUFAF7	0	0
HGLibB_31458	NDUFAF7	0	0
HGLibB_31460	NDUFB1	0	0
HGLibB_31462	NDUFB1	0	0
HGLibB_31463	NDUFB10	0	0
HGLibB_31464	NDUFB10	0	0
HGLibB_31465	NDUFB10	0	0
HGLibB_31466	NDUFB11	0	0
HGLibB_31467	NDUFB11	0	0
HGLibB_31468	NDUFB11	0	0
HGLibB_31469	NDUFB2	0	0
HGLibB_31470	NDUFB2	0	0
HGLibB_31471	NDUFB2	0	0
HGLibB_31472	NDUFB3	0	0
HGLibB_31473	NDUFB3	0	0
HGLibB_31474	NDUFB3	0	0
HGLibB_31475	NDUFB4	0	0
HGLibB_31476	NDUFB4	0	0
HGLibB_31477	NDUFB4	0	0
HGLibB_31478	NDUFB5	0	0
HGLibB_31479	NDUFB5	0	0
HGLibB_31480	NDUFB5	0	0
HGLibB_31481	NDUFB6	0	0
HGLibB_31482	NDUFB6	0	0
HGLibB_31483	NDUFB6	0	0
HGLibB_31484	NDUFB7	0	0
HGLibB_31485	NDUFB7	0	0
HGLibB_31486	NDUFB7	0	0
HGLibB_31487	NDUFB8	0	0
HGLibB_31488	NDUFB8	0	0
HGLibB_31489	NDUFB8	0	0
HGLibB_31490	NDUFB9	0	0
HGLibB_31491	NDUFB9	0	0
HGLibB_31492	NDUFB9	0	0
HGLibB_31493	NDUFC1	0	0
HGLibB_31494	NDUFC1	0	0
HGLibB_31495	NDUFC1	0	0
HGLibB_31496	NDUFC2	0	0
HGLibB_31497	NDUFC2	0	0
HGLibB_31498	NDUFC2	0	0
HGLibB_31499	NDUFC2-KCTD14	0	0
HGLibB_31500	NDUFC2-KCTD14	0	0
HGLibB_31501	NDUFC2-KCTD14	0	0
HGLibB_31502	NDUFS1	0	0
HGLibB_31503	NDUFS1	0	0
HGLibB_31504	NDUFS1	0	0
HGLibB_31505	NDUFS2	0	0
HGLibB_31507	NDUFS2	0	0
HGLibB_31508	NDUFS3	0	0
HGLibB_31509	NDUFS3	0	0
HGLibB_31510	NDUFS3	0	0
HGLibB_31511	NDUFS4	0	0
HGLibB_31512	NDUFS4	0	0
HGLibB_31513	NDUFS4	0	0
HGLibB_31514	NDUFS5	0	0
HGLibB_31515	NDUFS5	0	0
HGLibB_31516	NDUFS5	0	0
HGLibB_31517	NDUFS6	0	0
HGLibB_31518	NDUFS6	0	0
HGLibB_31519	NDUFS6	0	0
HGLibB_31520	NDUFS7	0	0
HGLibB_31521	NDUFS7	0	0
HGLibB_31522	NDUFS7	0	0
HGLibB_31523	NDUFS8	0	0
HGLibB_31524	NDUFS8	0	0
HGLibB_31525	NDUFS8	0	0
HGLibB_31526	NDUFV1	0	0
HGLibB_31527	NDUFV1	0	0
HGLibB_31528	NDUFV1	0	0
HGLibB_31529	NDUFV2	0	0
HGLibB_31530	NDUFV2	0	0
HGLibB_31531	NDUFV2	0	0
HGLibB_31532	NDUFV3	0	0
HGLibB_31533	NDUFV3	0	0
HGLibB_31534	NDUFV3	0	0
HGLibB_31535	NEB	0	0
HGLibB_31536	NEB	0	0
HGLibB_31537	NEB	0	0
HGLibB_31538	NEBL	0	0
HGLibB_31539	NEBL	0	0
HGLibB_31540	NEBL	0	0
HGLibB_31541	NECAB1	0	0
HGLibB_31542	NECAB1	0	0
HGLibB_31543	NECAB1	0	0
HGLibB_31544	NECAB2	0	0
HGLibB_31545	NECAB2	0	0
HGLibB_31546	NECAB2	0	0
HGLibB_31547	NECAB3	0	0
HGLibB_31548	NECAB3	0	0
HGLibB_31550	NECAP1	0	0
HGLibB_31551	NECAP1	0	0
HGLibB_31552	NECAP1	0	0
HGLibB_31553	NECAP2	0	0
HGLibB_31554	NECAP2	0	0
HGLibB_31556	NEDD1	0	0
HGLibB_31557	NEDD1	0	0
HGLibB_31558	NEDD1	0	0
HGLibB_31559	NEDD4	0	0
HGLibB_31560	NEDD4	0	0
HGLibB_31561	NEDD4	0	0
HGLibB_31562	NEDD4L	0	0
HGLibB_31563	NEDD4L	0	0
HGLibB_31564	NEDD4L	0	0
HGLibB_31565	NEDD8	0	0
HGLibB_31566	NEDD8	0	0
HGLibB_31567	NEDD8	0	0
HGLibB_31569	NEDD8-MDP1	0	0
HGLibB_31570	NEDD8-MDP1	0	0
HGLibB_31571	NEDD9	0	0
HGLibB_31572	NEDD9	0	0
HGLibB_31573	NEDD9	0	0
HGLibB_31574	NEFH	0	0
HGLibB_31575	NEFH	0	0
HGLibB_31576	NEFH	0	0
HGLibB_31577	NEFL	0	0
HGLibB_31578	NEFL	0	0
HGLibB_31579	NEFL	0	0
HGLibB_31580	NEFM	0	0
HGLibB_31581	NEFM	0	0
HGLibB_31582	NEFM	0	0
HGLibB_31583	NEGR1	0	0
HGLibB_31584	NEGR1	0	0
HGLibB_31585	NEGR1	0	0
HGLibB_31586	NEIL1	0	0
HGLibB_31587	NEIL1	0	0
HGLibB_31588	NEIL1	0	0
HGLibB_31589	NEIL2	0	0
HGLibB_31590	NEIL2	0	0
HGLibB_31591	NEIL2	0	0
HGLibB_31592	NEIL3	0	0
HGLibB_31593	NEIL3	0	0
HGLibB_31594	NEIL3	0	0
HGLibB_31595	NEK1	0	0
HGLibB_31596	NEK1	0	0
HGLibB_31597	NEK10	0	0
HGLibB_31598	NEK10	0	0
HGLibB_31599	NEK10	0	0
HGLibB_31600	NEK11	0	0
HGLibB_31601	NEK11	0	0
HGLibB_31602	NEK11	0	0
HGLibB_31603	NEK2	0	0
HGLibB_31604	NEK2	0	0
HGLibB_31605	NEK2	0	0
HGLibB_31606	NEK3	0	0
HGLibB_31607	NEK3	0	0
HGLibB_31608	NEK3	0	0
HGLibB_31609	NEK4	0	0
HGLibB_31610	NEK4	0	0
HGLibB_31611	NEK4	0	0
HGLibB_31612	NEK5	0	0
HGLibB_31613	NEK5	0	0
HGLibB_31614	NEK5	0	0
HGLibB_31615	NEK6	0	0
HGLibB_31616	NEK6	0	0
HGLibB_31617	NEK6	0	0
HGLibB_31618	NEK7	0	0
HGLibB_31619	NEK7	0	0
HGLibB_31620	NEK7	0	0
HGLibB_31621	NEK8	0	0
HGLibB_31622	NEK8	0	0
HGLibB_31623	NEK8	0	0
HGLibB_31624	NEK9	0	0
HGLibB_31625	NEK9	0	0
HGLibB_31626	NEK9	0	0
HGLibB_31627	NELFA	0	0
HGLibB_31628	NELFA	0	0
HGLibB_31629	NELFA	0	0
HGLibB_31630	NELFB	0	0
HGLibB_31631	NELFB	0	0
HGLibB_31632	NELFB	0	0
HGLibB_31633	NELFCD	0	0
HGLibB_31634	NELFCD	0	0
HGLibB_31635	NELFCD	0	0
HGLibB_31636	NELFE	0	0
HGLibB_31637	NELFE	0	0
HGLibB_31638	NELFE	0	0
HGLibB_31639	NELL1	0	0
HGLibB_31640	NELL1	0	0
HGLibB_31641	NELL1	0	0
HGLibB_31642	NELL2	0	0
HGLibB_31643	NELL2	0	0
HGLibB_31644	NELL2	0	0
HGLibB_31645	NEMF	0	0
HGLibB_31646	NEMF	0	0
HGLibB_31647	NEMF	0	0
HGLibB_31648	NENF	0	0
HGLibB_31649	NENF	0	0
HGLibB_31650	NENF	0	0
HGLibB_31651	NEO1	0	0
HGLibB_31652	NEO1	0	0
HGLibB_31653	NEO1	0	0
HGLibB_31654	NES	0	0
HGLibB_31655	NES	0	0
HGLibB_31656	NES	0	0
HGLibB_31657	NET1	0	0
HGLibB_31658	NET1	0	0
HGLibB_31659	NET1	0	0
HGLibB_31660	NETO1	0	0
HGLibB_31661	NETO1	0	0
HGLibB_31662	NETO1	0	0
HGLibB_31663	NETO2	0	0
HGLibB_31664	NETO2	0	0
HGLibB_31665	NETO2	0	0
HGLibB_31667	NEU1	0	0
HGLibB_31668	NEU1	0	0
HGLibB_31669	NEU2	0	0
HGLibB_31670	NEU2	0	0
HGLibB_31671	NEU2	0	0
HGLibB_31672	NEU3	0	0
HGLibB_31673	NEU3	0	0
HGLibB_31674	NEU3	0	0
HGLibB_31675	NEU4	0	0
HGLibB_31676	NEU4	0	0
HGLibB_31677	NEU4	0	0
HGLibB_31678	NEURL	0	0
HGLibB_31679	NEURL	0	0
HGLibB_31680	NEURL	0	0
HGLibB_31681	NEURL1B	0	0
HGLibB_31682	NEURL1B	0	0
HGLibB_31683	NEURL1B	0	0
HGLibB_31684	NEURL2	0	0
HGLibB_31685	NEURL2	0	0
HGLibB_31686	NEURL2	0	0
HGLibB_31687	NEURL4	0	0
HGLibB_31688	NEURL4	0	0
HGLibB_31689	NEURL4	0	0
HGLibB_31690	NEUROD1	0	0
HGLibB_31691	NEUROD1	0	0
HGLibB_31692	NEUROD1	0	0
HGLibB_31693	NEUROD2	0	0
HGLibB_31694	NEUROD2	0	0
HGLibB_31695	NEUROD2	0	0
HGLibB_31696	NEUROD4	0	0
HGLibB_31697	NEUROD4	0	0
HGLibB_31698	NEUROD4	0	0
HGLibB_31699	NEUROD6	0	0
HGLibB_31700	NEUROD6	0	0
HGLibB_31701	NEUROD6	0	0
HGLibB_31702	NEUROG1	0	0
HGLibB_31703	NEUROG1	0	0
HGLibB_31704	NEUROG1	0	0
HGLibB_31705	NEUROG2	0	0
HGLibB_31706	NEUROG2	0	0
HGLibB_31707	NEUROG2	0	0
HGLibB_31708	NEUROG3	0	0
HGLibB_31709	NEUROG3	0	0
HGLibB_31710	NEUROG3	0	0
HGLibB_31711	NEXN	0	0
HGLibB_31712	NEXN	0	0
HGLibB_31713	NEXN	0	0
HGLibB_31714	NF1	0	0
HGLibB_31715	NF1	0	0
HGLibB_31716	NF1	0	0
HGLibB_31717	NF2	0	0
HGLibB_31718	NF2	0	0
HGLibB_31719	NF2	0	0
HGLibB_31720	NFAM1	0	0
HGLibB_31721	NFAM1	0	0
HGLibB_31722	NFAM1	0	0
HGLibB_31723	NFASC	0	0
HGLibB_31724	NFASC	0	0
HGLibB_31725	NFASC	0	0
HGLibB_31726	NFAT5	0	0
HGLibB_31727	NFAT5	0	0
HGLibB_31728	NFAT5	0	0
HGLibB_31729	NFATC1	0	0
HGLibB_31730	NFATC1	0	0
HGLibB_31731	NFATC1	0	0
HGLibB_31732	NFATC2	0	0
HGLibB_31733	NFATC2	0	0
HGLibB_31734	NFATC2	0	0
HGLibB_31735	NFATC2IP	0	0
HGLibB_31736	NFATC2IP	0	0
HGLibB_31737	NFATC2IP	0	0
HGLibB_31738	NFATC3	0	0
HGLibB_31739	NFATC3	0	0
HGLibB_31740	NFATC3	0	0
HGLibB_31741	NFATC4	0	0
HGLibB_31742	NFATC4	0	0
HGLibB_31743	NFATC4	0	0
HGLibB_31744	NFE2	0	0
HGLibB_31745	NFE2	0	0
HGLibB_31746	NFE2	0	0
HGLibB_31747	NFE2L1	0	0
HGLibB_31748	NFE2L1	0	0
HGLibB_31749	NFE2L1	0	0
HGLibB_31750	NFE2L2	0	0
HGLibB_31751	NFE2L2	0	0
HGLibB_31752	NFE2L2	0	0
HGLibB_31753	NFE2L3	0	0
HGLibB_31754	NFE2L3	0	0
HGLibB_31755	NFE2L3	0	0
HGLibB_31756	NFIA	0	0
HGLibB_31757	NFIA	0	0
HGLibB_31758	NFIA	0	0
HGLibB_31759	NFIB	0	0
HGLibB_31760	NFIB	0	0
HGLibB_31762	NFIC	0	0
HGLibB_31763	NFIC	0	0
HGLibB_31764	NFIC	0	0
HGLibB_31765	NFIL3	0	0
HGLibB_31766	NFIL3	0	0
HGLibB_31767	NFIL3	0	0
HGLibB_31768	NFIX	0	0
HGLibB_31769	NFIX	0	0
HGLibB_31770	NFIX	0	0
HGLibB_31771	NFKB1	0	0
HGLibB_31772	NFKB1	0	0
HGLibB_31773	NFKB1	0	0
HGLibB_31774	NFKB2	0	0
HGLibB_31775	NFKB2	0	0
HGLibB_31776	NFKB2	0	0
HGLibB_31777	NFKBIA	0	0
HGLibB_31778	NFKBIA	0	0
HGLibB_31779	NFKBIA	0	0
HGLibB_31780	NFKBIB	0	0
HGLibB_31781	NFKBIB	0	0
HGLibB_31782	NFKBIB	0	0
HGLibB_31783	NFKBID	0	0
HGLibB_31784	NFKBID	0	0
HGLibB_31785	NFKBID	0	0
HGLibB_31786	NFKBIE	0	0
HGLibB_31787	NFKBIE	0	0
HGLibB_31789	NFKBIL1	0	0
HGLibB_31790	NFKBIL1	0	0
HGLibB_31791	NFKBIL1	0	0
HGLibB_31792	NFKBIZ	0	0
HGLibB_31793	NFKBIZ	0	0
HGLibB_31794	NFKBIZ	0	0
HGLibB_31795	NFRKB	0	0
HGLibB_31796	NFRKB	0	0
HGLibB_31797	NFRKB	0	0
HGLibB_31798	NFS1	0	0
HGLibB_31799	NFS1	0	0
HGLibB_31800	NFS1	0	0
HGLibB_31801	NFU1	0	0
HGLibB_31802	NFU1	0	0
HGLibB_31803	NFU1	0	0
HGLibB_31804	NFX1	0	0
HGLibB_31805	NFX1	0	0
HGLibB_31807	NFXL1	0	0
HGLibB_31808	NFXL1	0	0
HGLibB_31809	NFXL1	0	0
HGLibB_31811	NFYA	0	0
HGLibB_31812	NFYA	0	0
HGLibB_31813	NFYB	0	0
HGLibB_31814	NFYB	0	0
HGLibB_31815	NFYB	0	0
HGLibB_31816	NFYC	0	0
HGLibB_31817	NFYC	0	0
HGLibB_31818	NFYC	0	0
HGLibB_31819	NGB	0	0
HGLibB_31820	NGB	0	0
HGLibB_31821	NGB	0	0
HGLibB_31822	NGDN	0	0
HGLibB_31823	NGDN	0	0
HGLibB_31824	NGDN	0	0
HGLibB_31825	NGEF	0	0
HGLibB_31826	NGEF	0	0
HGLibB_31827	NGEF	0	0
HGLibB_31828	NGF	0	0
HGLibB_31829	NGF	0	0
HGLibB_31830	NGF	0	0
HGLibB_31831	NGFR	0	0
HGLibB_31832	NGFR	0	0
HGLibB_31833	NGFR	0	0
HGLibB_31834	NGFRAP1	0	0
HGLibB_31835	NGFRAP1	0	0
HGLibB_31836	NGFRAP1	0	0
HGLibB_31837	NGLY1	0	0
HGLibB_31838	NGLY1	0	0
HGLibB_31839	NGLY1	0	0
HGLibB_31840	NGRN	0	0
HGLibB_31841	NGRN	0	0
HGLibB_31842	NGRN	0	0
HGLibB_31843	NHEJ1	0	0
HGLibB_31844	NHEJ1	0	0
HGLibB_31845	NHEJ1	0	0
HGLibB_31847	NHLH1	0	0
HGLibB_31848	NHLH1	0	0
HGLibB_31849	NHLH2	0	0
HGLibB_31850	NHLH2	0	0
HGLibB_31851	NHLH2	0	0
HGLibB_31852	NHLRC1	0	0
HGLibB_31853	NHLRC1	0	0
HGLibB_31854	NHLRC1	0	0
HGLibB_31855	NHLRC2	0	0
HGLibB_31856	NHLRC2	0	0
HGLibB_31857	NHLRC2	0	0
HGLibB_31858	NHLRC3	0	0
HGLibB_31859	NHLRC3	0	0
HGLibB_31860	NHLRC3	0	0
HGLibB_31861	NHLRC4	0	0
HGLibB_31862	NHLRC4	0	0
HGLibB_31863	NHLRC4	0	0
HGLibB_31864	NHP2	0	0
HGLibB_31865	NHP2	0	0
HGLibB_31866	NHP2	0	0
HGLibB_31867	NHP2L1	0	0
HGLibB_31868	NHP2L1	0	0
HGLibB_31869	NHP2L1	0	0
HGLibB_31870	NHS	0	0
HGLibB_31871	NHS	0	0
HGLibB_31872	NHS	0	0
HGLibB_31873	NHSL1	0	0
HGLibB_31874	NHSL1	0	0
HGLibB_31875	NHSL1	0	0
HGLibB_31876	NICN1	0	0
HGLibB_31877	NICN1	0	0
HGLibB_31878	NICN1	0	0
HGLibB_31879	NID1	0	0
HGLibB_31880	NID1	0	0
HGLibB_31881	NID1	0	0
HGLibB_31882	NID2	0	0
HGLibB_31883	NID2	0	0
HGLibB_31884	NID2	0	0
HGLibB_31885	NIF3L1	0	0
HGLibB_31886	NIF3L1	0	0
HGLibB_31887	NIF3L1	0	0
HGLibB_31888	NIM1	0	0
HGLibB_31889	NIM1	0	0
HGLibB_31890	NIM1	0	0
HGLibB_31891	NIN	0	0
HGLibB_31892	NIN	0	0
HGLibB_31893	NIN	0	0
HGLibB_31894	NINJ1	0	0
HGLibB_31895	NINJ1	0	0
HGLibB_31896	NINJ1	0	0
HGLibB_31898	NINJ2	0	0
HGLibB_31899	NINJ2	0	0
HGLibB_31900	NINL	0	0
HGLibB_31901	NINL	0	0
HGLibB_31902	NINL	0	0
HGLibB_31903	NIP7	0	0
HGLibB_31904	NIP7	0	0
HGLibB_31905	NIP7	0	0
HGLibB_31906	NIPA1	0	0
HGLibB_31907	NIPA1	0	0
HGLibB_31908	NIPA1	0	0
HGLibB_31909	NIPA2	0	0
HGLibB_31910	NIPA2	0	0
HGLibB_31911	NIPA2	0	0
HGLibB_31912	NIPAL1	0	0
HGLibB_31913	NIPAL1	0	0
HGLibB_31914	NIPAL1	0	0
HGLibB_31916	NIPAL2	0	0
HGLibB_31917	NIPAL2	0	0
HGLibB_31918	NIPAL3	0	0
HGLibB_31919	NIPAL3	0	0
HGLibB_31920	NIPAL3	0	0
HGLibB_31921	NIPAL4	0	0
HGLibB_31923	NIPAL4	0	0
HGLibB_31924	NIPBL	0	0
HGLibB_31925	NIPBL	0	0
HGLibB_31926	NIPBL	0	0
HGLibB_31927	NIPSNAP1	0	0
HGLibB_31928	NIPSNAP1	0	0
HGLibB_31929	NIPSNAP1	0	0
HGLibB_31930	NIPSNAP3A	0	0
HGLibB_31931	NIPSNAP3A	0	0
HGLibB_31932	NIPSNAP3A	0	0
HGLibB_31933	NIPSNAP3B	0	0
HGLibB_31934	NIPSNAP3B	0	0
HGLibB_31935	NIPSNAP3B	0	0
HGLibB_31936	NISCH	0	0
